Epoch,Train Loss,Train Accuracy,Train Precision,Train Recall,Train F1,Valid Loss,Valid Accuracy,Valid Precision,Valid Recall,Valid F1
0,2.1841549401397184,0.12911149081589066,0.12666129282759991,0.1446795475101893,0.11637556463422007,2.1499553007238053,0.12404580152671756,0.11558097835319624,0.15918035944170889,0.11899147564583833
1,1.9514768424701365,0.273280649295173,0.21167896778912187,0.20809367456611744,0.20056148832493026,1.7738142574534697,0.3969465648854962,0.36995035987614916,0.29763218243096745,0.30273634520804493
2,1.6338290582337884,0.45311832550192227,0.42050519836279887,0.31795595989900766,0.32579630604089205,1.4429039674646713,0.5477099236641222,0.6191093099534839,0.4275884864473548,0.4377263146189404
3,1.38442305737388,0.5414352840666382,0.549045843938863,0.4120440360420849,0.42437309707385823,1.1937288396498735,0.6068702290076335,0.6682039067739214,0.5000027545233545,0.5147455478626448
4,1.193825158649744,0.6072191371208885,0.6114317145288529,0.4941160726861148,0.5160761133704965,1.009184108060949,0.6984732824427481,0.7493931900927879,0.6187027436671573,0.6503500875244627
5,1.0518058282116574,0.6587996582656984,0.6495571471313688,0.5612227574972213,0.585714073071914,0.8741903305053711,0.7461832061068703,0.7782317022674372,0.6835912354266505,0.7141519403310622
6,0.9468105693726002,0.6938274241777018,0.6821136769114768,0.6095987343813675,0.6328161460809508,0.7701436211081112,0.7709923664122137,0.792138617959665,0.716474918929763,0.7436041021670013
7,0.8642180771551035,0.7176420333190944,0.6987938133682249,0.644138164719777,0.6650466908235707,0.6907623515409582,0.7919847328244275,0.7993513234248579,0.7419874580223805,0.7641045129277517
8,0.8077148333344443,0.732913284920974,0.7101275742488506,0.6651138453290282,0.6832608142300833,0.6297550201416016,0.8129770992366412,0.8140835204979942,0.7692134341177133,0.7859997796431972
9,0.7604663835857508,0.7448739854762921,0.723941828869834,0.6815647039010007,0.6991438856458915,0.5749668794519761,0.8301526717557252,0.8303192660924155,0.7912058942667417,0.8062669538844606
10,0.7266931110681527,0.7558735583084152,0.7327900356529236,0.6957994711390392,0.7114557363014893,0.5351750990923714,0.8473282442748091,0.843094701235195,0.8095676252583468,0.8234118974874507
11,0.6939464477955685,0.7661255873558308,0.7439300295575524,0.7120210224822607,0.7261981257605574,0.5013831082512351,0.8625954198473282,0.8526203633534268,0.837095561629073,0.8433410412220343
12,0.6627339958737735,0.7758436565570269,0.7499678320333194,0.7218952686236885,0.7342756024788759,0.4755091386682847,0.8606870229007634,0.8551577585085417,0.8384417004135342,0.8430093690764073
13,0.6418918440366361,0.7824647586501495,0.7615635075271711,0.7309443135586432,0.7442522407071975,0.44765256432925954,0.8664122137404581,0.8552613877454308,0.839850639109359,0.8440568229382774
14,0.6162414030003466,0.7930371636052969,0.7685424339115241,0.7438594001535874,0.7548003784921722,0.4279637617223403,0.8683206106870229,0.8580696865575609,0.8480361976449257,0.8508152770491356
15,0.6096105477915689,0.7902605724049552,0.766015512211672,0.7412065454292271,0.7522705809476526,0.4139700777390424,0.8797709923664122,0.8706182646361529,0.8573478115599749,0.8585058858228216
16,0.5906293432867161,0.7945322511747117,0.7707917903519635,0.7497877820726722,0.759261528738121,0.3961942897123449,0.8797709923664122,0.8694263849172278,0.8567350996891623,0.8590786632478817
17,0.5901871508705738,0.7933575395130287,0.770330409209601,0.7468154448879749,0.7574757578436471,0.392671921673943,0.8740458015267175,0.8682596196008084,0Epoch,Train Loss,Train Accuracy,Train Precision,Train Recall,Train F1,Valid Loss,Valid Accuracy,Valid Precision,Valid Recall,Valid F1
0,2.1841549401397184,0.12911149081589066,0.12666129282759991,0.1446795475101893,0.11637556463422007,2.1499553007238053,0.12404580152671756,0.11558097835319624,0.15918035944170889,0.11899147564583833
1,1.9514768424701365,0.273280649295173,0.21167896778912187,0.20809367456611744,0.20056148832493026,1.7738142574534697,0.3969465648854962,0.36995035987614916,0.29763218243096745,0.30273634520804493
2,1.6338290582337884,0.45311832550192227,0.42050519836279887,0.31795595989900766,0.32579630604089205,1.4429039674646713,0.5477099236641222,0.6191093099534839,0.4275884864473548,0.4377263146189404
3,1.38442305737388,0.5414352840666382,0.549045843938863,0.4120440360420849,0.42437309707385823,1.1937288396498735,0.6068702290076335,0.6682039067739214,0.5000027545233545,0.5147455478626448
4,1.193825158649744,0.6072191371208885,0.6114317145288529,0.4941160726861148,0.5160761133704965,1.009184108060949,0.6984732824427481,0.7493931900927879,0.6187027436671573,0.6503500875244627
5,1.0518058282116574,0.6587996582656984,0.6495571471313688,0.5612227574972213,0.585714073071914,0.8741903305053711,0.7461832061068703,0.7782317022674372,0.6835912354266505,0.7141519403310622
6,0.9468105693726002,0.6938274241777018,0.6821136769114768,0.6095987343813675,0.6328161460809508,0.7701436211081112,0.7709923664122137,0.792138617959665,0.716474918929763,0.7436041021670013
7,0.8642180771551035,0.7176420333190944,0.6987938133682249,0.644138164719777,0.6650466908235707,0.6907623515409582,0.7919847328244275,0.7993513234248579,0.7419874580223805,0.7641045129277517
8,0.8077148333344443,0.732913284920974,0.7101275742488506,0.6651138453290282,0.6832608142300833,0.6297550201416016,0.8129770992366412,0.8140835204979942,0.7692134341177133,0.7859997796431972
9,0.7604663835857508,0.7448739854762921,0.723941828869834,0.6815647039010007,0.6991438856458915,0.5749668794519761,0.8301526717557252,0.8303192660924155,0.7912058942667417,0.8062669538844606
10,0.7266931110681527,0.7558735583084152,0.7327900356529236,0.6957994711390392,0.7114557363014893,0.5351750990923714,0.8473282442748091,0.843094701235195,0.8095676252583468,0.8234118974874507
11,0.6939464477955685,0.7661255873558308,0.7439300295575524,0.7120210224822607,0.7261981257605574,0.5013831082512351,0.8625954198473282,0.8526203633534268,0.837095561629073,0.8433410412220343
12,0.6627339958737735,0.7758436565570269,0.7499678320333194,0.7218952686236885,0.7342756024788759,0.4755091386682847,0.8606870229007634,0.8551577585085417,0.8384417004135342,0.8430093690764073
13,0.6418918440366361,0.7824647586501495,0.7615635075271711,0.7309443135586432,0.7442522407071975,0.44765256432925954,0.8664122137404581,0.8552613877454308,0.839850639109359,0.8440568229382774
14,0.6162414030003466,0.7930371636052969,0.7685424339115241,0.7438594001535874,0.7548003784921722,0.4279637617223403,0.8683206106870229,0.8580696865575609,0.8480361976449257,0.8508152770491356
15,0.6096105477915689,0.7902605724049552,0.766015512211672,0.7412065454292271,0.7522705809476526,0.4139700777390424,0.8797709923664122,0.8706182646361529,0.8573478115599749,0.8585058858228216
