Epoch,Train Loss,Train Accuracy,Train Precision,Train Recall,Train F1,Valid Loss,Valid Accuracy,Valid Precision,Valid Recall,Valid F1
0,2.0436515938299915,0.2025843656557027,0.2706598351702603,0.18953950370219783,0.12895258287734934,1.9376283533432905,0.36450381679389315,0.4200008410085885,0.26093917017340995,0.18992605639317736
1,1.6677064863081272,0.48472874839812047,0.4580608529595841,0.3383575398459948,0.2963970372075104,1.352924010332893,0.5744274809160306,0.7736920479466813,0.4208895732963273,0.39712639827237217
2,1.1662370597136305,0.6542076035882102,0.6652606069238898,0.5266451259841043,0.5352709813885734,0.7747395459343406,0.7919847328244275,0.7929539024934886,0.6979506660418331,0.7078811469418513
3,0.7818022327618387,0.7771251601879539,0.7608367167129204,0.7003477967053106,0.7181717881026644,0.43988536385928884,0.8740458015267175,0.8552455291899514,0.8235133336315063,0.8357500965324263
4,0.5514313369073965,0.8366082870568133,0.8198151345018602,0.7853293709797018,0.8002045805778686,0.29824526169720816,0.9122137404580153,0.9043608614309999,0.8732806766361954,0.8807997004809327
5,0.45271051296195075,0.8550832977360102,0.8314096617005037,0.8111981932992138,0.8203146221799573,0.226316536174101,0.9198473282442748,0.9116434884318256,0.8889187301031962,0.89404518682964
6,0.3929901123046875,0.8704613413071337,0.8488338102475435,0.8321937782434151,0.8399559511199259,0.18683165662428913,0.9351145038167938,0.9253485860345616,0.9060648274534266,0.9101966390371232
7,0.3538465792815433,0.8840239214011106,0.8626748887539186,0.848315145723949,0.8550203484116328,0.16890257947585163,0.950381679389313,0.9435692326996674,0.92620177930622,0.9306956755909848
8,0.3230789236648091,0.8864801366937206,0.8637096866744012,0.8513511012894213,0.8568417026824523,0.15359053892247818,0.9484732824427481,0.9368810722579132,0.9238391017790689,0.9276180923095428
9,0.291359051909463,0.9023921401110636,0.8824853245662911,0.8714504118024495,0.8766374323904628,0.13488223973442526,0.9580152671755725,0.94703653275933,0.9367311804606213,0.9392684316384674
10,0.26725573751299864,0.9038872276804785,0.8838652808663915,0.8748609182686329,0.879041471480624,0.13648326256695917,0.9522900763358778,0.9387246734457892,0.9265198092295133,0.9291367920137016
11,0.25170927080278105,0.9145664246048697,0.8962056335309558,0.8888443847320915,0.8922980126817774,0.12452516836278579,0.9580152671755725,0.9459080100104078,0.9368664618459026,0.9384967029505016
12,0.24598857892658116,0.9144596326356258,0.8968464700419837,0.8892267691140388,0.8928397509871887,0.12114370570463293,0.9656488549618321,0.9516153328653328,0.9470825797922837,0.9488343327503245
13,0.22302548144864548,0.9205467748825288,0.9019171738302629,0.8957600133368588,0.8986866513649533,0.11505483879762538,0.9694656488549618,0.9607928149086686,0.9524511147660819,0.9562931204553893
14,0.21733593208391105,0.9256727894062367,0.9094082314360383,0.9030496515138393,0.9061333434103933,0.12609575776492848,0.9561068702290076,0.941669360051713,0.9369007271967797,0.9359715573015192
15,0.19796307664682433,0.9295173002990175,0.9122463123648045,0.9072132496503129,0.9095829667844719,0.11380239094004911,0.9656488549618321,0.9568287332515297,0.9472605816150224,0.9502690382528669
16,0.19552530282186567,0.9293037163605297,0.9119847233199296,0.9065434917450385,0.9092211122775384,0.10405100794399486,0.9675572519083969,0.9547224936541097,0.9530302140293916,0.9527296269216119
17,0.18239889047251626,0.9359248184536523,0.9218254997238418,0.9168737079444197,0.9193008105535452,0.10582095033982221,0.9713740458015268,0.9601421826965305,0.9563541013993316,0.9578478617838226
18,0.17472300350462616,0.9370995301153353,0.9211992701054867,0.9184615840216265,0.9198084156174824,0.10579609870910645,0.9637404580152672,0.9486263736263737,0.9440101199969622,0.946095597258388
